Age;Sexe;Nationalité(s);Quartier
59;F;D;GARE
36;F;L, MA;MERL
50;F;P;GARE
28;M;P;DOMMELDANGE
48;M;L, GB;CENTS
29;F;F;GASPERICH
15;F;NL;CLAUSEN
71;F;F;BONNEVOIE-SUD
22;M;L;KIRCHBERG
21;F;L;CESSANGE
33;F;L;LIMPERTSBERG
63;M;L;CENTS
48;M;F;LIMPERTSBERG
63;M;P;DOMMELDANGE
7;M;TJ;VILLE-HAUTE
35;M;DOM;VILLE-HAUTE
44;F;A;HAMM
40;M;L, H;BEGGEN
63;M;D;MERL
48;M;IRL;KIRCHBERG
60;F;L;EICH
65;F;L, F;KIRCHBERG
11;F;SYR;LIMPERTSBERG
48;M;L, D;LIMPERTSBERG
41;M;L, I;GARE
14;F;P;BONNEVOIE-SUD
74;F;L, GB;LIMPERTSBERG
13;F;A, DK;ROLLINGERGRUND/BELAIR-NORD
9;M;L;PFAFFENTHAL
46;M;BG;NEUDORF/WEIMERSHOF
57;M;P;BONNEVOIE-SUD
57;M;L, CV;KIRCHBERG
31;F;GR;LIMPERTSBERG
46;M;D;HOLLERICH
31;F;R;CESSANGE
38;M;P;BONNEVOIE-SUD
75;F;L;BELAIR
35;F;F;CENTS
32;F;F;HOLLERICH
36;F;P;GARE
73;M;B;HOLLERICH
35;F;F;BONNEVOIE-SUD
45;M;SRB;CESSANGE
33;M;I;CENTS
37;F;P;DOMMELDANGE
34;F;E;BONNEVOIE-SUD
47;M;R;HOLLERICH
14;M;L, GB, I;PULVERMUEHL
12;M;L;BELAIR
70;M;B;VILLE-HAUTE
62;M;I;NEUDORF/WEIMERSHOF
10;F;F;CESSANGE
31;M;D;KIRCHBERG
4;F;D;MUEHLENBACH
42;F;D;HOLLERICH
9;M;H;NEUDORF/WEIMERSHOF
5;F;L;BONNEVOIE-NORD/VERLORENKOST
56;F;L;EICH
31;M;P;HOLLERICH
24;M;F;BONNEVOIE-SUD
49;F;DK;BELAIR
64;M;L;GARE
33;M;BR;BELAIR
29;M;L, P;GARE
60;F;L, D;KIRCHBERG
26;F;I;GASPERICH
74;F;L;BONNEVOIE-SUD
59;M;I;GASPERICH
32;F;F;BONNEVOIE-SUD
45;M;WAN;BELAIR
26;M;F;BELAIR
48;M;F;CESSANGE
41;M;HRV;GARE
35;M;D;LIMPERTSBERG
53;M;I;NEUDORF/WEIMERSHOF
7;M;BR;KIRCHBERG
11;F;F;BONNEVOIE-NORD/VERLORENKOST
33;M;F;HOLLERICH
34;M;E;BONNEVOIE-NORD/VERLORENKOST
42;M;D;BEGGEN
26;F;P;HOLLERICH
3;F;L;HOLLERICH
4;F;L, E;CENTS
32;F;F;HAMM
64;M;BIH;CENTS
32;F;F;NEUDORF/WEIMERSHOF
26;M;F;BONNEVOIE-SUD
38;F;L, NL;DOMMELDANGE
32;M;L, B;BELAIR
19;F;L, F;BELAIR
15;M;L, GB, IRL;WEIMERSKIRCH
58;M;E;GARE
41;F;P;CENTS
20;F;P;HOLLERICH
64;M;L, GB;LIMPERTSBERG
36;M;F;GASPERICH
68;F;L;GASPERICH
4;M;L;LIMPERTSBERG
4;M;L;NEUDORF/WEIMERSHOF
31;F;BR;BELAIR
35;M;L, BIH;KIRCHBERG
41;M;D;NEUDORF/WEIMERSHOF
29;M;F;LIMPERTSBERG
32;F;I;EICH
68;F;F;BEGGEN
42;M;L;BEGGEN
68;M;L, I;KIRCHBERG
29;F;IND;NEUDORF/WEIMERSHOF
38;M;L;NEUDORF/WEIMERSHOF
48;F;TJ;LIMPERTSBERG
52;F;L;BELAIR
32;F;P;BONNEVOIE-NORD/VERLORENKOST
29;F;L;GASPERICH
78;M;L;KIRCHBERG
33;F;R;BELAIR
4;F;L;CENTS
55;F;FIN;CLAUSEN
34;F;USA;NEUDORF/WEIMERSHOF
29;M;L;BONNEVOIE-NORD/VERLORENKOST
32;M;F;GARE
34;F;F;BELAIR
52;F;L;CENTS
6;F;N, GB;HOLLERICH
31;F;L, F;LIMPERTSBERG
33;M;E;GRUND
6;M;F;GASPERICH
72;F;GR;BEGGEN
47;M;PL;BEGGEN
70;F;B;HOLLERICH
49;F;I;ROLLINGERGRUND/BELAIR-NORD
49;F;PHL;GARE
9;M;L;BEGGEN
39;M;TR;LIMPERTSBERG
30;F;I;BONNEVOIE-SUD
92;F;L;PFAFFENTHAL
22;F;F;GARE
40;M;P;DOMMELDANGE
56;F;USA;GRUND
39;F;E;LIMPERTSBERG
48;M;E;KIRCHBERG
26;M;USA;BONNEVOIE-NORD/VERLORENKOST
92;M;D;LIMPERTSBERG
18;M;B;HOLLERICH
33;F;F;BONNEVOIE-SUD
32;M;L;CENTS
7;F;F;GASPERICH
54;F;L;GARE
6;F;F;GARE
35;F;L;HOLLERICH
42;F;L;BONNEVOIE-SUD
32;M;R;GARE
14;F;I;BEGGEN
26;M;F;MUEHLENBACH
43;F;F;GARE
26;M;L;GASPERICH
40;F;B;LIMPERTSBERG
13;F;L;GASPERICH
6;M;L;VILLE-HAUTE
52;F;I;KIRCHBERG
46;M;L;BONNEVOIE-NORD/VERLORENKOST
46;F;L;CESSANGE
11;M;L;GARE
30;M;L;HOLLERICH
30;F;L;CESSANGE
46;F;L;KIRCHBERG
61;F;L;LIMPERTSBERG
45;M;L;EICH
54;F;L, DK;ROLLINGERGRUND/BELAIR-NORD
40;F;SVN;LIMPERTSBERG
63;M;F;BELAIR
57;M;GB, IRL;KIRCHBERG
61;F;L;EICH
58;M;L;BELAIR
52;M;P;BONNEVOIE-SUD
14;M;CH, F;VILLE-HAUTE
50;F;P;KIRCHBERG
58;M;L;GASPERICH
51;M;L;BEGGEN
76;F;F;LIMPERTSBERG
79;F;L;GARE
57;M;L;BELAIR
29;F;F;DOMMELDANGE
55;F;L;ROLLINGERGRUND/BELAIR-NORD
32;M;I;BELAIR
11;M;ERY;MUEHLENBACH
52;F;L, H;WEIMERSKIRCH
56;M;L;GARE
39;M;I;LIMPERTSBERG
48;M;L, PL;WEIMERSKIRCH
9;F;I;ROLLINGERGRUND/BELAIR-NORD
60;M;FIN;CESSANGE
67;F;F;GARE
37;F;AZE;MERL
58;F;GR;PULVERMUEHL
26;M;L, P;BONNEVOIE-SUD
11;M;L;KIRCHBERG
86;F;L;CESSANGE
70;M;L;KIRCHBERG
32;F;F;GASPERICH
18;M;L;WEIMERSKIRCH
44;F;F, PL;NEUDORF/WEIMERSHOF
31;F;L;HOLLERICH
29;M;AL;MUEHLENBACH
52;F;F;LIMPERTSBERG
16;M;L;BONNEVOIE-SUD
24;M;IRL;VILLE-HAUTE
47;M;L;CESSANGE
52;F;L, PL;CENTS
26;M;F;BONNEVOIE-NORD/VERLORENKOST
13;M;L;BONNEVOIE-SUD
70;F;L;ROLLINGERGRUND/BELAIR-NORD
56;M;L;LIMPERTSBERG
47;F;L;HOLLERICH
12;F;L, USA;CLAUSEN
83;F;L;MERL
83;M;L;CENTS
31;F;L;BONNEVOIE-SUD
15;F;L;LIMPERTSBERG
32;M;L;CESSANGE
36;M;L;GASPERICH
30;M;R;HOLLERICH
77;F;L;HOLLERICH
55;M;L;BONNEVOIE-SUD
46;M;L;MERL
27;M;E;GARE
47;F;E;KIRCHBERG
30;M;SUD;MUEHLENBACH
38;F;GB;MUEHLENBACH
86;F;L;VILLE-HAUTE
77;M;L;LIMPERTSBERG
77;M;L;CENTS
54;M;L;BEGGEN
14;F;L, RUS;BELAIR
50;F;L, BIH;CENTS
16;F;L;CENTS
38;F;MS;BONNEVOIE-SUD
25;F;L;BONNEVOIE-NORD/VERLORENKOST
44;F;L;CENTS
43;M;L;BONNEVOIE-SUD
3;M;P;BONNEVOIE-SUD
20;M;L, F;CENTS
5;M;GH;BONNEVOIE-SUD
27;F;L, IRL;BONNEVOIE-SUD
37;M;L, SN;BONNEVOIE-SUD
51;F;EC;KIRCHBERG
42;M;B, COG;CESSANGE
2;M;I;BELAIR
35;F;L;LIMPERTSBERG
28;F;I;LIMPERTSBERG
35;M;F;GASPERICH
35;F;L;BONNEVOIE-SUD
81;M;D;DOMMELDANGE
32;F;L, F;KIRCHBERG
32;M;L;CESSANGE
9;F;L;CENTS
21;F;SYR;MERL
58;F;HRV;GRUND
63;F;L;BONNEVOIE-SUD
12;F;F;GASPERICH
52;F;L;EICH
35;F;LVA;BELAIR
41;M;I;CENTS
26;M;F;GARE
66;F;L, F;GASPERICH
2;M;P;NEUDORF/WEIMERSHOF
44;F;H;BELAIR
32;M;DOM;GARE
27;F;E;KIRCHBERG
46;F;CH;CENTS
25;F;LTU;VILLE-HAUTE
25;M;L, NL, CV;GRUND
34;F;IND;GASPERICH
29;M;F;BONNEVOIE-SUD
48;F;L;PFAFFENTHAL
57;F;P;BELAIR
46;F;F;MERL
47;M;B;LIMPERTSBERG
33;F;I;KIRCHBERG
35;M;PHL;GASPERICH
28;M;BR;BONNEVOIE-SUD
35;M;ERY;BONNEVOIE-SUD
26;M;IRQ;GARE
31;M;L;GASPERICH
9;F;P;PULVERMUEHL
79;M;P;GARE
53;M;P;WEIMERSKIRCH
12;F;L;CENTS
58;M;L;HOLLERICH
31;F;DY;KIRCHBERG
28;M;CH;GARE
26;M;L, E;BONNEVOIE-SUD
37;M;I;ROLLINGERGRUND/BELAIR-NORD
28;F;GR;BEGGEN
29;F;F;GASPERICH
62;M;L;BELAIR
77;F;P;NEUDORF/WEIMERSHOF
48;F;L, UKR;GASPERICH
63;F;L;BELAIR
40;M;P;GARE
56;M;I;GASPERICH
43;F;L;BONNEVOIE-SUD
69;F;F, GR;GARE
38;F;F;CENTS
45;M;GR;MERL
55;F;R;BELAIR
7;F;I;CENTS
51;M;L;PFAFFENTHAL
10;F;L;BONNEVOIE-SUD
67;M;I;BEGGEN
50;M;L, I;CENTS
72;F;L;LIMPERTSBERG
47;F;L, F;BELAIR
26;F;L, F;ROLLINGERGRUND/BELAIR-NORD
35;F;ERY;GRUND
44;F;SK;KIRCHBERG
13;F;L;CENTS
5;F;SRB;BONNEVOIE-SUD
28;M;F;CENTS
56;M;P;NEUDORF/WEIMERSHOF
5;F;F;NEUDORF/WEIMERSHOF
11;F;L, I;CENTS
33;M;IND;BEGGEN
36;M;SYR;GARE
71;F;L;BELAIR
45;M;I;BELAIR
83;F;F;CESSANGE
68;M;L;MERL
1;M;TJ;NEUDORF/WEIMERSHOF
53;M;E;HOLLERICH
30;F;I;GARE
33;F;GR;MERL
29;M;L, GR;KIRCHBERG
31;F;TN;BEGGEN
96;M;L;VILLE-HAUTE
35;M;P;LIMPERTSBERG
32;M;L;MUEHLENBACH
29;F;GR;VILLE-HAUTE
43;M;F;WEIMERSKIRCH
38;M;L;MERL
35;F;F;BONNEVOIE-SUD
25;F;GUB;MERL
31;F;H;KIRCHBERG
74;M;P;ROLLINGERGRUND/BELAIR-NORD
87;F;L;BELAIR
39;F;F, GB;HOLLERICH
14;F;R;BEGGEN
21;M;L, P;MUEHLENBACH
51;M;USA;BELAIR
44;M;P;CESSANGE
31;F;BD;BONNEVOIE-NORD/VERLORENKOST
30;M;F;LIMPERTSBERG
65;M;P;BONNEVOIE-SUD
30;F;P;BELAIR
2;F;F, IRL;CENTS
62;F;GB;BONNEVOIE-SUD
39;M;L;CENTS
16;M;L, F;GASPERICH
33;F;SRB;BELAIR
69;M;GB;CLAUSEN
31;F;P;BONNEVOIE-SUD
74;F;L, I;BELAIR
49;F;BR;HAMM
36;F;E;GARE
47;M;D, CDN;LIMPERTSBERG
26;F;I;BONNEVOIE-NORD/VERLORENKOST
13;F;D, NL;BELAIR
29;M;D;BELAIR
3;F;F;GASPERICH
44;M;LTU;KIRCHBERG
31;M;UKR;GASPERICH
54;M;CDN;MERL
8;M;L;KIRCHBERG
75;F;B;DOMMELDANGE
39;F;TJ;BELAIR
26;M;F;MERL
44;F;P;BONNEVOIE-SUD
12;F;F;VILLE-HAUTE
14;M;F;GARE
33;M;P;VILLE-HAUTE
36;M;F;VILLE-HAUTE
71;F;BIH;CENTS
49;M;B;HOLLERICH
70;F;L;CENTS
22;M;L;BONNEVOIE-NORD/VERLORENKOST
4;M;AL;GASPERICH
58;F;F;KIRCHBERG
37;F;IR;DOMMELDANGE
6;M;TN;KIRCHBERG
35;M;P;MERL
25;F;F;DOMMELDANGE
31;M;UKR;GASPERICH
50;M;F;GARE
43;F;L, RUS;BELAIR
40;M;R;BONNEVOIE-NORD/VERLORENKOST
43;F;E;KIRCHBERG
28;M;GR;BONNEVOIE-SUD
40;M;F;BONNEVOIE-SUD
40;M;I;KIRCHBERG
44;F;I;BONNEVOIE-NORD/VERLORENKOST
43;M;L;KIRCHBERG
32;F;HRV;BONNEVOIE-NORD/VERLORENKOST
27;F;ERY;LIMPERTSBERG
60;M;I;HOLLERICH
58;M;L;BONNEVOIE-SUD
40;F;I;GASPERICH
4;M;IND;MERL
35;M;BLR;HOLLERICH
48;M;B;GARE
31;F;MEX;NEUDORF/WEIMERSHOF
36;F;BR;BONNEVOIE-NORD/VERLORENKOST
8;F;L, TN;BONNEVOIE-SUD
28;M;PL;GASPERICH
38;M;USA;NEUDORF/WEIMERSHOF
75;M;L, F;CESSANGE
42;M;EST;NEUDORF/WEIMERSHOF
48;M;GR;KIRCHBERG
9;M;PL;BELAIR
39;M;I;GARE
13;M;A;KIRCHBERG
41;M;E;GASPERICH
12;M;L;BONNEVOIE-SUD
61;F;L;BONNEVOIE-SUD
28;M;IRQ;LIMPERTSBERG
41;M;F;GASPERICH
53;F;L, F;DOMMELDANGE
41;F;L;CENTS
64;F;P;HAMM
43;M;BG;LIMPERTSBERG
39;F;HRV;GARE
45;M;NL;KIRCHBERG
25;F;F;BONNEVOIE-SUD
40;F;L;LIMPERTSBERG
82;F;GB;LIMPERTSBERG
6;F;F;BELAIR
31;M;IRL;GASPERICH
64;M;L;HOLLERICH
52;M;I;MERL
36;F;PL;GASPERICH
55;F;L;CLAUSEN
46;M;NL;BELAIR
36;M;BG;BELAIR
36;F;IND;VILLE-HAUTE
70;F;L;GASPERICH
32;M;L;GASPERICH
34;M;F;GARE
43;F;D;GASPERICH
28;M;F;GARE
59;M;L, D;ROLLINGERGRUND/BELAIR-NORD
61;F;P;BELAIR
33;M;E;MERL
37;M;GR;BELAIR
49;F;P;BONNEVOIE-SUD
17;F;F, P;MUEHLENBACH
48;M;L;BELAIR
20;F;DOM;GARE
52;F;L;DOMMELDANGE
53;M;P;GARE
56;M;P;MUEHLENBACH
44;M;L;CESSANGE
28;M;F;BONNEVOIE-SUD
32;M;F;BONNEVOIE-SUD
2;F;E;GASPERICH
51;M;B;HOLLERICH
34;M;L;BONNEVOIE-SUD
85;F;L;CENTS
51;F;BG;EICH
26;F;MK;GARE
39;F;F;BEGGEN
36;M;IND;DOMMELDANGE
63;M;L, S;ROLLINGERGRUND/BELAIR-NORD
45;M;L, I;GASPERICH
32;M;F;BELAIR
61;F;L;MERL
48;F;L;ROLLINGERGRUND/BELAIR-NORD
36;M;R;NEUDORF/WEIMERSHOF
47;F;GR;DOMMELDANGE
34;F;L;BELAIR
31;F;F;CENTS
73;F;EC;CENTS
33;M;P;BONNEVOIE-SUD
30;F;AZE;GASPERICH
48;F;F;GARE
41;M;L, R;GARE
54;M;GB;GASPERICH
54;M;F;LIMPERTSBERG
32;M;I;KIRCHBERG
21;M;R;MERL
31;M;L;ROLLINGERGRUND/BELAIR-NORD
33;M;GB;GASPERICH
2;F;L;GARE
39;M;TJ;GARE
52;F;I;GASPERICH
2;F;L, USA;MERL
30;M;BIH;GASPERICH
30;F;P;GASPERICH
3;M;I;KIRCHBERG
26;M;I;ROLLINGERGRUND/BELAIR-NORD
27;F;F;LIMPERTSBERG
39;M;P;BONNEVOIE-NORD/VERLORENKOST
24;F;E;BELAIR
53;M;CZ;GARE
1;M;L, UKR;MERL
63;F;P;GARE
71;M;L;GASPERICH
34;F;I;BONNEVOIE-NORD/VERLORENKOST
35;F;F;GASPERICH
60;F;F;CESSANGE
62;F;DK;BELAIR
79;F;B;BELAIR
29;F;E;GARE
33;F;F;BELAIR
9;F;P;GARE
58;F;GR;BELAIR
17;F;P;MERL
31;M;F;HOLLERICH
37;F;L;CENTS
42;F;FIN;LIMPERTSBERG
65;M;DK;PFAFFENTHAL
47;M;I;MERL
28;F;L;GASPERICH
71;F;L;HOLLERICH
47;M;B;DOMMELDANGE
7;M;L;BONNEVOIE-NORD/VERLORENKOST
36;F;PL;EICH
51;M;I;GARE
52;F;I;BELAIR
30;M;XXK;GARE
45;M;P;GASPERICH
39;F;F;NEUDORF/WEIMERSHOF
35;F;P;GARE
44;F;BR;BEGGEN
14;M;L, CV;BONNEVOIE-SUD
33;M;CH;GASPERICH
63;M;L, F;BONNEVOIE-SUD
35;F;PL;CESSANGE
38;F;UKR;EICH
21;M;P;MERL
3;F;BR;BONNEVOIE-SUD
23;F;I;BONNEVOIE-SUD
21;M;I;GARE
12;F;P;CENTS
59;M;L, I;LIMPERTSBERG
13;F;L, P;MERL
29;M;F;BONNEVOIE-NORD/VERLORENKOST
29;M;F;GASPERICH
37;F;L;BONNEVOIE-SUD
60;F;USA;VILLE-HAUTE
25;M;L, I;ROLLINGERGRUND/BELAIR-NORD
26;F;L;BELAIR
31;M;H;BONNEVOIE-NORD/VERLORENKOST
25;M;IRL;KIRCHBERG
26;M;L;BELAIR
48;F;SK;BEGGEN
80;M;I;GARE
47;M;ARM;HOLLERICH
50;M;HRV;KIRCHBERG
45;F;F;NEUDORF/WEIMERSHOF
38;M;F;PFAFFENTHAL
30;M;NL, F;KIRCHBERG
7;F;P;HOLLERICH
50;F;L, B;BELAIR
62;F;F;GARE
48;M;L;LIMPERTSBERG
9;F;I;GASPERICH
49;F;L;CENTS
39;M;A;GRUND
31;M;I;BELAIR
4;M;L;ROLLINGERGRUND/BELAIR-NORD
28;F;L, AL;GASPERICH
2;M;PL;MUEHLENBACH
4;M;B, COG;CESSANGE
49;F;UKR;BONNEVOIE-SUD
35;F;MS;BEGGEN
58;M;I;GASPERICH
59;M;D;VILLE-HAUTE
1;M;RUS;MERL
2;F;SYR;HOLLERICH
37;M;P;BONNEVOIE-SUD
51;F;L;GARE
47;M;F;LIMPERTSBERG
32;F;I;LIMPERTSBERG
26;F;MS;GARE
57;M;D;HAMM
24;F;B;LIMPERTSBERG
61;F;L;EICH
71;F;L;BELAIR
3;F;IRL, GB;CENTS
35;M;USA;BELAIR
54;M;L;CENTS
4;M;P;GARE
52;M;P;GARE
54;F;P;GASPERICH
60;M;GB;VILLE-HAUTE
26;F;I;ROLLINGERGRUND/BELAIR-NORD
1;M;BG;CESSANGE
37;F;F;BELAIR
67;F;P;KIRCHBERG
32;M;ZA;GASPERICH
56;F;CZ;BONNEVOIE-SUD
65;M;YV;BONNEVOIE-SUD
42;F;P;KIRCHBERG
38;M;L;HOLLERICH
27;F;D;CESSANGE
31;M;L;BONNEVOIE-SUD
8;F;L;MUEHLENBACH
73;F;F, GR;HOLLERICH
37;M;F;BELAIR
25;F;IRL;GASPERICH
25;F;L;CENTS
73;F;L;CENTS
35;M;S;PFAFFENTHAL
44;M;GR;LIMPERTSBERG
8;M;F;KIRCHBERG
47;M;P;BONNEVOIE-SUD
54;M;A;EICH
47;F;D;BELAIR
53;M;E;MERL
33;F;CV;GARE
81;F;L;BONNEVOIE-SUD
14;M;L, H;KIRCHBERG
32;M;L;LIMPERTSBERG
36;F;E, DOM;HAMM
30;F;CY;NEUDORF/WEIMERSHOF
36;M;TR;GARE
24;F;F;GARE
39;F;FIN;BONNEVOIE-SUD
19;M;L, I;ROLLINGERGRUND/BELAIR-NORD
27;F;MS;GASPERICH
34;M;IND;CENTS
40;M;P;BONNEVOIE-SUD
48;F;R;GASPERICH
38;M;B;VILLE-HAUTE
30;F;F;GASPERICH
24;M;F;VILLE-HAUTE
1;M;L, BG, IND;BELAIR
31;F;SRB;BELAIR
44;F;SVN;KIRCHBERG
33;F;L;GARE
31;M;L;BONNEVOIE-NORD/VERLORENKOST
0;M;FIN;NEUDORF/WEIMERSHOF
34;M;LTU;PFAFFENTHAL
28;M;F;PFAFFENTHAL
25;F;F;MUEHLENBACH
22;M;F;GASPERICH
47;M;P;HOLLERICH
27;M;E;VILLE-HAUTE
29;F;L, UKR;HOLLERICH
14;M;L, SRB;BONNEVOIE-SUD
34;F;P;BELAIR
29;F;PL;BELAIR
64;F;L;HOLLERICH
25;F;I;GASPERICH
32;F;M;NEUDORF/WEIMERSHOF
1;M;F, GB;BONNEVOIE-NORD/VERLORENKOST
81;F;B;NEUDORF/WEIMERSHOF
57;M;P;CESSANGE
8;F;TC;GRUND
35;M;RUS;DOMMELDANGE
28;M;IND;GARE
76;F;L;MUEHLENBACH
28;M;UKR;PFAFFENTHAL
1;M;E, CZ, GB;KIRCHBERG
76;F;RUS;BELAIR
65;F;L;LIMPERTSBERG
37;F;B, RUS;BELAIR
36;F;L, H;CENTS
29;M;L;LIMPERTSBERG
2;F;B, RUS;BELAIR
3;F;F;HOLLERICH
28;M;D;KIRCHBERG
48;M;L;CESSANGE
35;F;L;WEIMERSKIRCH
39;F;TJ;CENTS
92;F;L;VILLE-HAUTE
32;M;BR;HOLLERICH
16;M;J;BELAIR
32;M;F;BONNEVOIE-SUD
15;M;RUS;BELAIR
31;M;E;GARE
17;F;I;GARE
27;M;L, GB;CENTS
68;F;L;BELAIR
33;F;VN;GASPERICH
28;M;B;GASPERICH
28;F;I;LIMPERTSBERG
38;F;I;BONNEVOIE-NORD/VERLORENKOST
18;M;L, TR;MERL
30;F;I;BELAIR
51;M;TC;HOLLERICH
31;M;RUS;CESSANGE
22;M;F;BONNEVOIE-SUD
3;M;L;BELAIR
4;F;E;KIRCHBERG
61;M;L, F;LIMPERTSBERG
78;M;I;LIMPERTSBERG
24;F;I;BONNEVOIE-NORD/VERLORENKOST
35;M;P;KIRCHBERG
38;F;PL;GARE
56;M;B;GASPERICH
15;F;TJ;BONNEVOIE-NORD/VERLORENKOST
35;M;L;BONNEVOIE-SUD
29;M;RL;CENTS
71;F;L;KIRCHBERG
49;M;P;BELAIR
84;F;L;CESSANGE
51;F;P;NEUDORF/WEIMERSHOF
56;F;L;BELAIR
41;F;I;BONNEVOIE-SUD
32;F;F;NEUDORF/WEIMERSHOF
1;M;L;EICH
57;F;L;DOMMELDANGE
32;M;I;ROLLINGERGRUND/BELAIR-NORD
1;M;I, F;GASPERICH
39;M;RL;LIMPERTSBERG
24;M;E;BONNEVOIE-SUD
35;M;PL;HAMM
31;M;F;BONNEVOIE-NORD/VERLORENKOST
44;M;L;MERL
37;M;IND;BONNEVOIE-SUD
38;M;BR;HAMM
32;M;PL;NEUDORF/WEIMERSHOF
32;M;F;BONNEVOIE-NORD/VERLORENKOST
13;M;F;LIMPERTSBERG
26;F;NL;BONNEVOIE-SUD
9;F;P;PFAFFENTHAL
3;F;L;CESSANGE
1;M;F;GASPERICH
31;F;E;VILLE-HAUTE
36;F;L, TC;NEUDORF/WEIMERSHOF
62;M;L;KIRCHBERG
37;M;D, I;BONNEVOIE-SUD
59;F;S;BONNEVOIE-NORD/VERLORENKOST
25;M;GR;HOLLERICH
46;M;F;BONNEVOIE-SUD
57;F;S;BONNEVOIE-SUD
32;M;I;GRUND
23;F;L, R, F;BONNEVOIE-SUD
59;F;L;CENTS
4;M;F;BELAIR
63;F;F;LIMPERTSBERG
56;F;L;BONNEVOIE-NORD/VERLORENKOST
39;M;F;GASPERICH
36;M;BIH;BELAIR
33;M;E;BONNEVOIE-SUD
33;M;IND;GARE
1;F;S;PFAFFENTHAL
55;F;L;GASPERICH
25;F;I;BONNEVOIE-SUD
34;F;E;BELAIR
44;M;F;KIRCHBERG
50;F;P;BONNEVOIE-SUD
24;F;D;BONNEVOIE-NORD/VERLORENKOST
60;F;L;HOLLERICH
9;M;P;GRUND
39;M;PL;BONNEVOIE-SUD
56;F;L, B;MERL
75;F;L;BEGGEN
32;F;L;KIRCHBERG
13;M;D;MERL
37;F;BR;BONNEVOIE-SUD
55;F;L;KIRCHBERG
30;F;L;BONNEVOIE-SUD
55;M;F;BELAIR
48;F;L, BG;GARE
43;M;P, GUB;GARE
55;F;L;BELAIR
37;F;USA;HOLLERICH
53;M;F;HOLLERICH
43;M;F;BELAIR
27;F;L, I;BONNEVOIE-SUD
26;F;E;BONNEVOIE-SUD
43;M;F;GASPERICH
4;F;L, CI, CV;CENTS
31;M;MK;CESSANGE
33;M;I;GASPERICH
60;M;I;HAMM
8;M;P;BONNEVOIE-SUD
29;M;L;LIMPERTSBERG
36;M;R;PFAFFENTHAL
34;F;L;NEUDORF/WEIMERSHOF
37;F;R;NEUDORF/WEIMERSHOF
14;M;E;KIRCHBERG
15;M;YMN;MUEHLENBACH
61;F;F;BELAIR
77;F;L;LIMPERTSBERG
21;M;P;GARE
23;F;E;NEUDORF/WEIMERSHOF
25;F;AUS;GARE
55;F;I;KIRCHBERG
34;F;ERY;MUEHLENBACH
49;M;PL;NEUDORF/WEIMERSHOF
45;F;PL;HAMM
55;M;P;GARE
59;F;B;MERL
58;F;CV;EICH
26;M;GR;GARE
28;M;RUS;MERL
60;M;B;MERL
36;M;IR;BELAIR
28;M;IND;MUEHLENBACH
27;F;R;GASPERICH
22;F;F;BONNEVOIE-SUD
12;F;UKR;GARE
34;F;CV;KIRCHBERG
54;M;F;KIRCHBERG
14;F;L, RUS;LIMPERTSBERG
31;F;R;WEIMERSKIRCH
24;M;E;LIMPERTSBERG
27;F;F;BELAIR
25;M;E;BONNEVOIE-SUD
10;F;L, F;GASPERICH
30;F;IND;NEUDORF/WEIMERSHOF
47;F;I;GASPERICH
41;M;I;BONNEVOIE-SUD
30;M;IRQ;MERL
1;M;F, IRL;LIMPERTSBERG
27;M;FIN;DOMMELDANGE
42;F;TR;BELAIR
38;M;IND;LIMPERTSBERG
29;M;P;BEGGEN
6;M;UKR;BELAIR
47;M;R;BONNEVOIE-SUD
45;F;CV;GASPERICH
32;M;L;HOLLERICH
29;F;N;BONNEVOIE-SUD
38;M;MA;HOLLERICH
1;M;L, D, GB;GASPERICH
29;M;P;BONNEVOIE-SUD
62;F;S;CESSANGE
30;F;AL;MERL
34;F;L, GR;MUEHLENBACH
38;F;R;KIRCHBERG
32;F;B;KIRCHBERG
1;M;IND;BELAIR
21;F;L, R;BELAIR
25;F;I;HOLLERICH
23;F;L, PL;LIMPERTSBERG
37;M;L;KIRCHBERG
26;F;GR;VILLE-HAUTE
40;F;BR;PULVERMUEHL
10;F;BR;ROLLINGERGRUND/BELAIR-NORD
14;F;SK, P;BONNEVOIE-SUD
1;F;A, GB;KIRCHBERG
6;M;CDN;GASPERICH
29;M;DK;GASPERICH
34;M;R;HOLLERICH
72;F;L;LIMPERTSBERG
43;F;L;MERL
6;F;R;CESSANGE
33;M;F;BEGGEN
39;F;P;GARE
38;M;TC;CESSANGE
30;M;P;BONNEVOIE-NORD/VERLORENKOST
27;M;F;GASPERICH
1;F;SRB;HOLLERICH
32;F;MEX;WEIMERSKIRCH
30;M;BG;GARE
79;F;L;VILLE-HAUTE
29;F;SRB;BONNEVOIE-SUD
28;M;F;GARE
34;F;SRB;LIMPERTSBERG
45;M;L;BONNEVOIE-SUD
48;M;L, I;ROLLINGERGRUND/BELAIR-NORD
35;F;F;GASPERICH
25;F;HRV;BEGGEN
61;M;L, F, GB;BONNEVOIE-NORD/VERLORENKOST
32;M;L;NEUDORF/WEIMERSHOF
43;F;F;BELAIR
60;M;BOL;KIRCHBERG
53;F;P;KIRCHBERG
22;M;EST;BONNEVOIE-NORD/VERLORENKOST
35;M;A;BONNEVOIE-SUD
39;M;L;CENTS
30;F;L;CESSANGE
3;M;I, PL;GASPERICH
45;M;DY;KIRCHBERG
28;F;GR, AL;NEUDORF/WEIMERSHOF
37;F;PL;CENTS
